User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIA3JPGI7OANPH4F7MD,2021-02-21T23:38:57Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-ce64820a""}]",8E61F01FFFE8EB2D,07af042f-1e8c-48ec-9c0b-233eedeba080,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OANPH4F7MD,2021-02-21T23:38:57Z,s3.amazonaws.com,CreateBucket,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-ce64820a""}]",94A2D0725AC08B2D,1278ffae-3796-4a93-add2-559e21bc7895,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OANPH4F7MD,2021-02-21T23:38:57Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-ce64820a""}]",1BF8B761519F6104,9d28a9fb-8a72-4273-b3fc-cf105709f5c3,false,AwsApiCall,776261401472,Management
CloudTrail,,2021-02-21T23:34:32Z,signin.amazonaws.com,ConsoleLogin,us-east-1,97.108.128.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,21d4da63-19f2-449b-ad8c-8afec1030db2,false,AwsConsoleSignIn,776261401472,Management
Administrator,ASIA3JPGI7OAMSLU5VIC,2021-02-21T23:34:12Z,iam.amazonaws.com,GenerateServiceLastAccessedDetails,us-east-1,97.108.128.22,console.amazonaws.com,,[],6d77631f-2110-4b91-91e3-61214125f548,aebb791b-36b4-4172-bd2a-efb3fc602d3a,false,AwsApiCall,776261401472,Management
Administrator,,2021-02-21T23:24:50Z,signin.amazonaws.com,ConsoleLogin,us-east-1,97.108.128.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,dbcc5b3f-94f5-4145-a004-6235e78378f9,false,AwsConsoleSignIn,776261401472,Management
CloudTrail,ASIA3JPGI7OAAQKZWBTB,2021-02-21T23:23:10Z,s3.amazonaws.com,CreateBucket,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-59937b1d""}]",17E2A8328ECB93FF,938dd965-4ce2-4b0c-b724-0ac2601f2641,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAAQKZWBTB,2021-02-21T23:23:10Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-59937b1d""}]",9CCC6F7EA2E7D26E,cda2186f-6b03-4e76-ad61-bc278d8b592e,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAAQKZWBTB,2021-02-21T23:23:10Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-59937b1d""}]",6B665044AAB15144,ff4f7ce8-5231-45fa-9b9e-403ab32177c6,false,AwsApiCall,776261401472,Management
CloudTrail,,2021-02-21T23:20:46Z,signin.amazonaws.com,ConsoleLogin,us-east-1,97.108.128.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,a098d308-5d17-42fe-a796-fda3ca97a904,false,AwsConsoleSignIn,776261401472,Management
Administrator,ASIA3JPGI7OANXVLHKSO,2021-02-21T23:20:28Z,iam.amazonaws.com,GenerateServiceLastAccessedDetails,us-east-1,97.108.128.22,console.amazonaws.com,,[],f68504c5-5a8a-497c-88ac-1b9e60129e93,5037df21-840b-444c-8526-8d11d3b04df5,false,AwsApiCall,776261401472,Management
Administrator,,2021-02-21T23:19:59Z,signin.amazonaws.com,ConsoleLogin,us-east-1,97.108.128.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,2f692e15-f19a-4a7f-a243-64dbbfb540a1,false,AwsConsoleSignIn,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:33:21Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-8c6f7190""}]",2T1X2H0HDP3Y9Q6J,860cb0c7-1263-4f82-a3d8-f8b6365517f2,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:33:21Z,s3.amazonaws.com,CreateBucket,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-8c6f7190""}]",6BB02B4519D15B72,c629eb01-41af-4bcc-9376-c94f6708c798,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:33:21Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-8c6f7190""}]",B32594FD8D366091,ca84fa1e-f2ba-49da-97e1-2a4d4e63625b,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:31:39Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-6358effc""}]",9896456B5283BAD2,5c46163f-3b0b-4e06-93eb-2fa032030893,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:31:39Z,s3.amazonaws.com,CreateBucket,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-6358effc""}]",B292EFE5F5E066A5,b0f64414-e15b-4e15-b614-91c6c22b8631,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:31:39Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-6358effc""}]",CA018B370C8EB25D,e6c804dc-dd6c-4a1b-9306-ce54ab898376,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:29:34Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-6358effc""}]",B83AAB162E18AC4D,ba389b1a-acc8-4601-b16e-5061faaa9248,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:29:33Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-6358effc""}]",3AF8F5AB4041DA0D,0c1fcdb7-c109-4dfb-8edf-272d9147046d,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:29:33Z,s3.amazonaws.com,CreateBucket,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-6358effc""}]",0CF94357C7AD087A,d57b59a7-34aa-43e3-bb28-c76d81746e83,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:26:49Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",AccessDenied,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-b9dd140b""}]",A672B7DC467D4FB2,3b9fb8be-1c02-43de-96ce-1807c8f05bec,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:26:49Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-b9dd140b""}]",D0964C8EB730BD6B,b56aa13d-2060-4f9c-ae3f-98a6e9b7fa3d,false,AwsApiCall,776261401472,Management
CloudTrail,ASIA3JPGI7OAHCXFJGER,2021-02-21T16:26:49Z,s3.amazonaws.com,CreateBucket,us-east-1,97.108.128.22,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.952 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-776261401472-b9dd140b""}]",0F219CF7D82CF20F,d1cd4736-2792-476f-97f6-68dab45f7d78,false,AwsApiCall,776261401472,Management
CloudTrail,,2021-02-21T16:25:58Z,signin.amazonaws.com,ConsoleLogin,us-east-1,97.108.128.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,fb373bf5-3334-4063-bbf6-cefc0a4722d6,false,AwsConsoleSignIn,776261401472,Management
Accountant,ASIA3JPGI7OALPZEI3PW,2021-02-21T16:25:32Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],8a13ccc1-6cbb-4410-9918-a40b8695b9ca,76abfdbe-fda9-4df0-85c9-6225e0b7fbe0,false,AwsApiCall,776261401472,Management
Accountant,,2021-02-21T16:25:22Z,signin.amazonaws.com,ConsoleLogin,us-east-1,97.108.128.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,aac20fde-ffbf-4366-b0ba-5d57f3be6707,false,AwsConsoleSignIn,776261401472,Management
CloudTrail,ASIA3JPGI7OAMTTWSURD,2021-02-21T16:24:29Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],e0372487-04d4-4a01-8c35-adfbaecfc9d3,6635d188-9287-4969-b97c-eda651fef457,false,AwsApiCall,776261401472,Management
CloudTrail,,2021-02-21T16:24:18Z,signin.amazonaws.com,ConsoleLogin,us-east-1,97.108.128.22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36",,[],,7268b2b7-569a-4e82-87d4-13ad7658726a,false,AwsConsoleSignIn,776261401472,Management
Administrator,ASIA3JPGI7OAEFOVULCM,2021-02-21T16:23:41Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,97.108.128.22,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",47226bd5-af3e-41e0-9ad3-fb89de73e583,c6b996de-3adf-4a43-80e9-b5a6d5168bfa,false,AwsApiCall,776261401472,Management
Administrator,ASIA3JPGI7OAEFOVULCM,2021-02-21T16:23:40Z,iam.amazonaws.com,CreateUser,us-east-1,97.108.128.22,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::776261401472:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA3JPGI7OAGZXECH5R3""}]",f54d0fb2-a645-43e7-8f12-12093aaf6d4c,73b18921-b64f-425a-8c61-55492147eaf5,false,AwsApiCall,776261401472,Management
Administrator,ASIA3JPGI7OAEFOVULCM,2021-02-21T16:23:40Z,iam.amazonaws.com,AddUserToGroup,us-east-1,97.108.128.22,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",4df5d80e-98cc-47cf-8394-89b6f8df8709,8fd8ce6a-7ffd-4135-8d18-75ab646dc628,false,AwsApiCall,776261401472,Management
Administrator,ASIA3JPGI7OAEFOVULCM,2021-02-21T16:23:09Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,97.108.128.22,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",c92b7a05-7a36-4d10-84a7-c16f7adefed9,19473839-c213-4c74-897a-d7dce789a507,false,AwsApiCall,776261401472,Management
